"Id","IdString","Name","Lim","Rarity","Collection","Energy","Power","EffectDescription","Effect","CombosWithTODO"
"313","SCC005","Carbon Neutrality","0","Rare","Climate Change","7","71","When drawn, give Greenhouse Gases -52 Power and reduce its Energy cost by 6 until played.","[TriggerTime:DRAW] [Target:(Greenhouse Gases)] [Effect:POWER, Value:-52] [Effect:ENERGY, Value:-6] [Duration:UNTIL_PLAYED]","[Greenhouse Gases]"
"314","SCC006","Recycling","0","Common","Climate Change","5","51","When drawn, give Pacific Trash Vortex -82 Power and reduce its Energy cost by 9 until played.","[TriggerTime:DRAW] [Target:(Pacific Trash Vortex)] [Effect:POWER, Value:-82] [Effect:ENERGY, Value:-9] [Duration:UNTIL_PLAYED]","[Pacific Trash Vortex]"
"315","SCC007","Permafrost Thaw","1","Epic","Climate Change","7","70","When drawn, increase the Energy cost of your Opponent's Life on Land cards by 2 this round.","[TriggerTime:DRAW] [Effect:ENERGY, Value:(+2)] [Target:(your Opponent's Life on Land)] [Duration:END_ROUND] ","[]"
"316","SCC008","Arctic Rewilding","1","Rare","Climate Change","4","47","When drawn, give Permafrost Thaw -70 Power and reduce its Energy cost by 7 until played.","[TriggerTime:DRAW] [Target:(Permafrost Thaw)] [Effect:POWER, Value:-70] [Effect:ENERGY, Value:-7] [Duration:UNTIL_PLAYED]","[Permafrost Thaw]"
"317","MYSP001","Area 51","0","Mthc","Space Mythic Cards","5","51","When played, your Solar System cards have +50 Power this turn.","[TriggerTime:PLAY] [Target:(Solar System)] [Effect:POWER, Value:+50] [Duration:END_TURN] ","[Solar System]"
"318","MYSP002","Laika","0","Mthc","Space Mythic Cards","8","84","When played, your Amazing Astronauts cards have +70 Power until played.","[TriggerTime:PLAY] [Target:(Amazing Astronauts)] [Effect:POWER, Value:+70] [Duration:UNTIL_PLAYED]","[Amazing Astronauts]"
"319","MYLO001","Bigfoot","0","Mthc","Life on Land Mythic Cards","4","47","When played, your Primates cards have +50 Power until played.","[TriggerTime:PLAY] [Target:(Primates)] [Effect:POWER, Value:+50] [Duration:UNTIL_PLAYED]","[Primates]"
"320","MYLO002","Gryphon","0","Mthc","Life on Land Mythic Cards","4","40","When played, your Mammals and Birds cards have +40 Power this turn.","[TriggerTime:PLAY] [Target:(Mammals and Birds)] [Effect:POWER, Value:+40] [Duration:END_TURN] ","[Mammals]"
"321","MYSE001","Kraken","0","Mthc","Oceans & Seas Mythic Cards","6","10","When played, your Oceans & Seas cards have +40 Power this turn.","[TriggerTime:PLAY] [Target:(Oceans & Seas)] [Effect:POWER, Value:+40] [Duration:END_TURN] ","[Oceans & Seas]"
"322","MYSE003","Mermaids","0","Mthc","Oceans & Seas Mythic Cards","3","35","When played, give your Fabulous Fish and Feisty Fish cards +70 power this turn. When returned to your deck, reduce the Energy cost of your Oceans & Seas cards by 1 for the rest of this round.","[TriggerTime:PLAY] [Target:(your Fabulous Fish and Feisty Fish cards)] [Effect:POWER, Value:+70] [Duration:END_TURN] [TriggerTime:RETURN] [Effect:ENERGY, Value:-1] [Target:(your Oceans & Seas cards)] [Duration:END_ROUND] ","[Fabulous Fish,Oceans & Seas]"
"323","MYSE004","The Flying Dutchman","0","Mthc","Oceans & Seas Mythic Cards","6","30","When played, if you are losing the round, give your cards +48 Power this turn. If you are winning, give your Plundering Pirates cards +36 Power this turn & next","[TriggerTime:PLAY] [Condition:ROUND_STATE, Value:Loss] [Target:(your cards)] [Effect:POWER, Value:+48] [Duration:END_TURN] [Condition:ROUND_STATE, Value:Win] [Target:(your Plundering Pirates cards)] [Effect:POWER, Value:+36] [Duration:TIMER, Value:1] ","[Plundering Pirates]"
"324","MYSE005","The Great Flood","0","Mthc","Oceans & Seas Mythic Cards","7","50","When returned to your deck, for every 2 Life on Land cards in your deck, give your Oceans & Seas cards +10 Power for the rest of the round.","[TriggerTime:RETURN] [Effect:FOR_EACH_TODO, Values:(2 Life on Land cards) ( )] [Target:(your Oceans & Seas cards)] [Effect:POWER, Value:+10] [Duration:END_ROUND]","[Oceans & Seas]"
"325","MYHI001","El Dorado","0","Mthc","History Mythic Cards","10","75","When played on the first turn of a round, gain +5 Energy/Turn for the rest of the round.","[TriggerTime:PLAY] [Condition:TURN_IN_ROUND, Value:1] [Target:SELF] [Effect:ENERGY_PER_TURN, Value:+5] [Duration:END_ROUND]","[]"
"326","MYHI002","The Ark of the Covenant","0","Mthc","History Mythic Cards","2","22","When drawn, give a random card in your hand +70 Power until played.","[TriggerTime:DRAW] [Target:(a random card in your hand)] [Effect:POWER, Value:+70] [Duration:UNTIL_PLAYED]","[]"
"327","MYHI003","The Grim Reaper","0","Mthc","History Mythic Cards","8","71","When played, give a random card in your Opponent's hand -50 Power for the rest of the game.","[TriggerTime:PLAY] [Target:(a random card in your Opponent's hand)] [Effect:POWER, Value:-50] [Duration:PERMANENT]","[]"
"328","PMO013","Kronosaurus","1","Rare","Monsters of the Deep","4","39","When played, your Reptiles cards have +25 Power this turn.","[TriggerTime:PLAY] [Target:(Reptiles)] [Effect:POWER, Value:+25] [Duration:END_TURN] ","[Reptiles]"
"329","PMO019","Plesiosaurus","1","Epic","Monsters of the Deep","8","80","When played on the first turn of a round, give your Paleontology cards +15 Power until the end of the round","[TriggerTime:PLAY] [Condition:TURN_IN_ROUND, Value:1] [Target:(your Paleontology cards)] [Effect:POWER, Value:+15] [Duration:END_ROUND] ","[Paleontology]"
"330","PMO004","Shastasaurus","1","Common","Monsters of the Deep","3","28","When played, your Ocean Reptiles cards have +20 Power this turn.","[TriggerTime:PLAY] [Target:(Ocean Reptiles)] [Effect:POWER, Value:+20] [Duration:END_TURN] ","[Ocean Reptiles]"
"331","PMO011","Elasmosaurus","1","Legendary","Monsters of the Deep","6","62","When returned to your deck, if you lost this turn, gain +6 Energy.","[TriggerTime:RETURN] [Condition:TURN_STATE, Value:(lost)] [Target:SELF] [Effect:ENERGY, Value:+6]","[]"
"332","PMO009","Mawsonia","1","Epic","Monsters of the Deep","5","30","When played, your Monsters of the Deep cards have +24 Power this turn.","[TriggerTime:PLAY] [Target:(Monsters of the Deep)] [Effect:POWER, Value:+24] [Duration:END_TURN] ","[Monsters of the Deep]"
"333","PMO010","Dakosaurus","1","Common","Monsters of the Deep","5","0","When played, give this card +45 Power for the rest of the game.","[TriggerTime:PLAY] [Target:THIS] [Effect:POWER, Value:+45] [Duration:PERMANENT]","[]"
"334","PMO015","Archegosaurus","1","Rare","Monsters of the Deep","1","12","When played, give your Amphibians, Feisty Fish and Fabulous Fish cards +15 Power this turn.","[TriggerTime:PLAY] [Target:(your Amphibians, Feisty Fish and Fabulous Fish cards)] [Effect:POWER, Value:+15] [Duration:END_TURN] ","[Amphibians]"
"335","PMO014","Cymbospondylus","1","Common","Monsters of the Deep","8","79","When returned to your deck, if you won the turn, gain +15 Power next turn.","[TriggerTime:RETURN] [Condition:TURN_STATE, Value:(won)] [Effect:POWER_PER_TURN, Value:+15] [Target:[Who:SELF]] [Duration:TIMER, Value:1]","[]"
"336","PMO017","Nothosaurus","1","Legendary","Monsters of the Deep","9","70","When drawn, reduce the Energy cost of this card by 6 this turn.","[TriggerTime:DRAW] [Effect:ENERGY, Value:-6] [Target:(this card)] [Duration:END_TURN] ","[]"
"337","PMO021","Eurhinosaurus","1","Common","Monsters of the Deep","3","36","When returned to your deck, reduce the Energy cost of Southern White Rhinoceros, Black Rhinoceros and Elasmotherium by 1 until played.","[TriggerTime:RETURN] [Effect:ENERGY, Value:-1] [Target:(Southern White Rhinoceros, Black Rhinoceros and Elasmotherium)] [Duration:UNTIL_PLAYED]","[Southern White Rhinoceros]"
"338","PMO022","Placodus","1","Epic","Monsters of the Deep","6","99","When returned to your deck, if you won this turn, give your Opponent +14 Power/Turn for the rest of the round.","[TriggerTime:RETURN] [Condition:TURN_STATE, Value:(won)] [Target:OTHER] [Effect:POWER_PER_TURN, Value:+14] [Duration:END_ROUND]","[]"
"339","PMO023","Galagadon","1","Epic","Monsters of the Deep","9","81","When returned to your deck, give your Space cards +12 Power for 3 turns.","[TriggerTime:RETURN] [Target:(your Space cards)] [Effect:POWER, Value:+12] [Duration:TIMER, Values:(3)]","[Space]"
"340","PMO024","Wahlisaurus","1","Epic","Monsters of the Deep","4","38","When played in the left or right slot, give this card +29 Power this turn.","[TriggerTime:PLAY] [Target:THIS] [Effect:POWER, Value:+29] [Duration:END_TURN] ","[]"
"341","PMO028","Jaekelopterus","1","Legendary","Monsters of the Deep","6","75","When played, if it is the first turn of a round, give your Bugs and Crustaceans cards +25 Power for the rest of this round.","[TriggerTime:PLAY] [Condition:TURN_IN_ROUND, Value:1] [Target:(your Bugs and Crustaceans cards)] [Effect:POWER, Value:+25] [Duration:END_ROUND] ","[Bugs]"
"342","SMA001","Pi","0","Epic","Mega Math","3","14","When played, this card has +25 Power.","[TriggerTime:PLAY] [Effect:POWER, Value:+25] [Target:THIS] [Duration:END_TURN] ","[]"
"343","SMA002","Playing Cards","0","Common","Mega Math","1","1","When played, if you are are losing the round, your cards have +10 Power this turn.","[TriggerTime:PLAY] [Condition:ROUND_STATE, Value:(are losing)] [Effect:POWER, Value:+10] [Target:[Who:SELF, Where:CARDS_IN_DECK]] [Duration:END_TURN] ","[]"
"344","SMA003","Abacus","0","Common","Mega Math","5","42","NULL","NULL","[]"
"345","SMA004","Zero","0","Rare","Mega Math","0","0","When played, give this card +0 Power.","[TriggerTime:PLAY] [Target:THIS] [Effect:POWER, Value:+0]","[]"
"346","SMA005","Fibonacci Spiral","0","Rare","Mega Math","3","33","When played, all cards have -10 Power this turn.","[TriggerTime:PLAY] [Effect:POWER, Value:-10] [Duration:END_TURN] ","[]"
"347","SMA006","Seven Bridges of Königsberg","0","Common","Mega Math","7","77","When returned to your deck, reduce the Energy cost of Golden Gate Bridge by 2 until it is played.","[TriggerTime:RETURN] [Effect:ENERGY, Value:-2] [Target:(Golden Gate Bridge)] [Duration:UNTIL_PLAYED]","[Golden Gate Bridge]"
"348","SMA007","Algebra","0","Common","Mega Math","3","26","NULL","NULL","[]"
"349","SMA008","Fermat""s Last Theorem","0","Common","Mega Math","4","35","NULL","NULL","[]"
"350","SMA011","Kaprekar""s Constant","0","Common","Mega Math","6","53","NULL","NULL","[]"
"351","SMA012","The Monty Hall Problem","0","Common","Mega Math","6","50","NULL","NULL","[]"
"352","SMA014","Leonhard Euler","1","Legendary","Mega Math","5","52","When returned to your deck, if you are losing the round, gain +5 Energy.","[TriggerTime:RETURN] [Condition:ROUND_STATE, Value:Loss] [Target:SELF] [Effect:ENERGY, Value:+5]","[]"
"353","SMA015","Calculus","0","Fusion","Mega Math","1","19","When returned to your deck, gain +5 Power/Turn until game end.","[TriggerTime:RETURN] [Target:SELF] [Effect:POWER_PER_TURN, Value:+5] [Duration:PERMANENT] ","[]"
"354","SMA017","Chaos Theory","0","Epic","Mega Math","2","13","When played, give your Beautiful Butterflies cards +10 Power for the rest of the game.","[TriggerTime:PLAY] [Target:(your Beautiful Butterflies cards)] [Effect:POWER, Value:+10] [Duration:PERMANENT]","[Beautiful Butterflies]"
"355","SMA020","Euclid","1","Epic","Mega Math","4","36","When returned to your deck, give this card +24 Power for the rest of the game.","[TriggerTime:RETURN] [Target:THIS] [Effect:POWER, Value:+24] [Duration:PERMANENT]","[]"
"356","SMA021","M.C. Escher","1","Legendary","Mega Math","6","55","When played, give your Super Structures and Wonders of Construction cards +20 Power until played, and give yourself +1 Energy/Turn for the rest of the round.","[TriggerTime:PLAY] [Target:(your Super Structures and Wonders of Construction cards)] [Effect:POWER, Value:+20] [Duration:UNTIL_PLAYED] [Target:SELF] [Effect:ENERGY_PER_TURN, Value:+1] [Duration:END_ROUND]","[Super Structures]"
"357","SMA025","Sandwich Theory","0","Rare","Mega Math","5","50","When played, give your other cards +30 Power and give this card -30 Power this turn.","[TriggerTime:PLAY] [Target:(your other cards)] [Effect:POWER, Value:+30] [Target:THIS] [Effect:POWER, Value:-30] [Duration:END_TURN] ","[]"
"358","SMA028","John Dee","1","Epic","Mega Math","4","41","When played, if you have 3 or more Unruly Rulers cards in your deck, give your Watching the Skies cards +28 power this turn. When returned to your deck, reduce the energy cost of your Elizabeth I card by 1 for the rest of the game.","[TriggerTime:PLAY] [Condition:DECK_CONTAINS, Value:>=3, CountEach:[Who:SELF, Where:CARDS_IN_DECK, CompareTo:(Unruly Rulers cards)]] [Target:(your Watching the Skies cards)] [Effect:POWER, Value:+28] [Duration:END_TURN] [TriggerTime:RETURN] [Effect:ENERGY, Value:-1] [Target:(your Elizabeth I card)] [Duration:PERMANENT]","[Watching the Skies,Elizabeth I]"
"359","SMA029","Tessellation","0","Epic","Mega Math","4","42","When played in the middle slot, give your Mega Math cards +24 Power this turn.","[TriggerTime:PLAY] [Target:(your Mega Math cards)] [Effect:POWER, Value:+24] [Duration:END_TURN] ","[Mega Math]"
"360","SMA032","Twin Paradox","1","Epic","Mega Math","5","50","When returned to your deck, give this card +25 Power and reduce its Energy cost by 1 until the end of the game.","[TriggerTime:RETURN] [Target:THIS] [Effect:POWER, Value:+25] [Effect:ENERGY, Value:-1] [Duration:PERMANENT]","[]"
"361","SMA033","Golden Ratio","0","Legendary","Mega Math","1","16","When played, if your deck contains 11 Science cards, give your Life on Land cards +19 Power until played.","[TriggerTime:PLAY] [Condition:DECK_CONTAINS, Who:SELF, Where:CARDS_IN_DECK, CompareTo:(11 Science cards)] [Target:(your Life on Land cards)] [Effect:POWER, Value:+19] [Duration:UNTIL_PLAYED]","[Life on Land]"
"362","SMA035","Number 42","1","Legendary","Mega Math","4","54","When drawn, give your cards in hand +9 Power for 6 turns.","[TriggerTime:DRAW] [Target:(your cards in hand)] [Effect:POWER, Value:+9] [Duration:TIMER, Values:(6)]","[]"
"363","SMA036","Year 2038 Problem","0","Legendary","Mega Math","3","38","When played, if your deck contains at least 9 Mega Math cards, give this card +52 Power permanently.","[TriggerTime:PLAY] [Condition:DECK_CONTAINS, Who:SELF, Where:CARDS_IN_DECK, CompareTo:(at least 9 Mega Math cards)] [Target:THIS] [Effect:POWER, Value:+52] [Duration:PERMANENT] ","[]"
"364","STE001","Space Shuttle Discovery","0","Common","Space Technology","2","20","NULL","NULL","[]"
"365","STE002","Hubble Space Telescope","0","Rare","Space Technology","5","40","When played, gain +4 Power/Turn until the end of the game.","[TriggerTime:PLAY] [Target:SELF] [Effect:POWER_PER_TURN, Value:+4] [Duration:PERMANENT]","[]"
"366","STE004","Juno","0","Common","Space Technology","2","17","NULL","NULL","[]"
"367","STE005","Luna 1","0","Rare","Space Technology","10","77","When played, your Science cards have +10 Power until played.","[TriggerTime:PLAY] [Target:(Science)] [Effect:POWER, Value:+10] [Duration:UNTIL_PLAYED]","[Science]"
"368","STE006","Skylab","0","Common","Space Technology","7","63","NULL","NULL","[]"
"369","STE008","Mercury-Atlas 6","0","Common","Space Technology","5","46","NULL","NULL","[]"
"370","STE009","Telstar 1","0","Common","Space Technology","3","28","NULL","NULL","[]"
"371","STE010","Apollo 11","0","Fusion","Space Technology","6","45","When played, give your Solar System cards +20 Power until played.","[TriggerTime:PLAY] [Target:(your Solar System cards)] [Effect:POWER, Value:+20] [Duration:UNTIL_PLAYED]","[Solar System]"
"372","STE011","Lunar Module Eagle","0","Common","Space Technology","4","36","When returned to your deck, give Apollo 11 +36 Power until it is played.","[TriggerTime:RETURN] [Target:(Apollo 11)] [Effect:POWER, Value:+36] [Duration:UNTIL_PLAYED]","[Apollo 11]"
"373","STE012","Command Module Columbia","0","Common","Space Technology","2","18","When returned to your deck, give Apollo 11 +18 Power until it is played.","[TriggerTime:RETURN] [Target:(Apollo 11)] [Effect:POWER, Value:+18] [Duration:UNTIL_PLAYED]","[Apollo 11]"
"374","STE020","Robonaut","1","Epic","Space Technology","4","55","When returned to your deck, if you won this turn, give this card -20 Power and give a random card in your hand +20 Power, for the rest of the game.","[TriggerTime:RETURN] [Condition:TURN_STATE, Value:(won)] [Target:THIS] [Effect:POWER, Value:-20] [Target:(a random card in your hand)] [Effect:POWER, Value:+20] [Duration:PERMANENT]","[]"
"375","STE019","Ingenuity","1","Rare","Space Technology","4","0","When returned to your deck, gain +50 Power/Turn and give your Space cards +13 Power next turn.","[TriggerTime:RETURN] [Target:SELF] [Effect:POWER_PER_TURN, Value:+50] [Target:(your Space cards)] [Effect:POWER, Value:+13] [Duration:TIMER, Value:1]","[Space]"
"376","STE023","OPALS","1","Epic","Space Technology","6","58","When drawn, reduce the Energy cost of your Hidden Gems cards by 2 until played.","[TriggerTime:DRAW] [Effect:ENERGY, Value:-2] [Target:(your Hidden Gems cards)] [Duration:UNTIL_PLAYED]","[Hidden Gems]"
"377","STE025","Pioneer 10","1","Epic","Space Technology","5","42","When played, if your deck contains 2 or more Solar System cards, give your Space Technology cards +15 Power until played. Repeat if you have played Jupiter this game.","[TriggerTime:PLAY] [Condition:DECK_CONTAINS, Value:>=2, CountEach:[Who:SELF, Where:CARDS_IN_DECK, CompareTo:(Solar System cards)]] [Target:(your Space Technology cards)] [Effect:POWER, Value:+15] [Duration:UNTIL_PLAYED] [Repeat:( )] [Condition:PLAYED_BEFORE, Who:SELF, Where:CARDS_IN_DECK, CompareTo:(Jupiter)]","[Space Technology]"
"378","STE026","ADEOS II","0","Common","Space Technology","7","96","When returned to your deck, this card has -96 Power.","[TriggerTime:RETURN] [Effect:POWER, Value:-96] [Target:THIS] [Duration:END_TURN] ","[]"
"379","OFI001","Blue Marlin","0","Common","Fabulous Fish","4","34","NULL","NULL","[]"
"380","OFI008","Clown Fish","0","Epic","Fabulous Fish","4","32","When drawn, give Moorish Idol +25 Power for the rest of the game.","[TriggerTime:DRAW] [Target:(Moorish Idol)] [Effect:POWER, Value:+25] [Duration:PERMANENT]","[Moorish Idol]"
"381","OFI010","Firefish Goby","0","Rare","Fabulous Fish","4","28","When played, your Fabulous Fish cards have +10 Power until played.","[TriggerTime:PLAY] [Target:(Fabulous Fish)] [Effect:POWER, Value:+10] [Duration:UNTIL_PLAYED]","[Fabulous Fish]"
"382","OFI013","Oriental Flying Gurnard","0","Common","Fabulous Fish","6","55","NULL","NULL","[]"
"383","OFI005","Lionfish","0","Common","Fabulous Fish","4","33","NULL","NULL","[]"
"384","OFI009","Yellow Tang","0","Common","Fabulous Fish","3","28","NULL","NULL","[]"
"385","OFI012","Copperband Butterflyfish","0","Legendary","Fabulous Fish","8","77","When returned to your deck, gain +2 Energy/Turn for the rest of the round.","[TriggerTime:RETURN] [Target:SELF] [Effect:ENERGY_PER_TURN, Value:+2] [Duration:END_ROUND]","[]"
"386","OFI004","Sun Fish","0","Common","Fabulous Fish","6","53","NULL","NULL","[]"
"387","OFI011","Anthias","0","Common","Fabulous Fish","7","70","NULL","NULL","[]"
"388","OFI016","Diamond Tetra","0","Epic","Fabulous Fish","5","10","When this card returns to your deck, gain +10 Power/Turn for the rest of the game.","[TriggerTime:RETURN] [Target:SELF] [Effect:POWER_PER_TURN, Value:+10] [Duration:PERMANENT]","[]"
"389","OFI020","Gold Veil Angelfish","0","Epic","Fabulous Fish","6","52","When drawn, give this card +30 Power this turn.","[TriggerTime:DRAW] [Target:THIS] [Effect:POWER, Value:+30] [Duration:END_TURN] ","[]"
"390","OFI018","Mandarinfish","0","Legendary","Fabulous Fish","4","40","When returned to your deck, reduce the Energy cost of your Feisty Fish and Fabulous Fish cards by 2 until they are played.","[TriggerTime:RETURN] [Effect:ENERGY, Value:-2] [Target:(your Feisty Fish and Fabulous Fish cards)] [Duration:UNTIL_PLAYED]","[Feisty Fish]"
"391","OFI022","Oceanic Manta Ray","1","Legendary","Fabulous Fish","10","100","When returned to your deck, if your deck contains only Oceans & Seas cards, reduce the Energy cost of this card by 6 until it is played.","[TriggerTime:RETURN] [Condition:DECK_CONTAINS, Who:SELF, Where:CARDS_IN_DECK, CompareTo:(only Oceans & Seas cards)] [Effect:ENERGY, Value:-6] [Target:(this card)] [Duration:UNTIL_PLAYED]","[]"
"392","OFI017","Moorish Idol","0","Epic","Fabulous Fish","8","78","When played, give your Fabulous Fish, Sharks! and Deep Ocean cards +12 Power until played.","[TriggerTime:PLAY] [Target:(your Fabulous Fish, Sharks! and Deep Ocean cards)] [Effect:POWER, Value:+12] [Duration:UNTIL_PLAYED]","[Fabulous Fish]"
"393","OFI021","Archerfish","1","Rare","Fabulous Fish","1","12","When played, give your Opponent's Life on Land cards -16 Power this turn.","[TriggerTime:PLAY] [Target:(your Opponent's Life on Land cards)] [Effect:POWER, Value:-16] [Duration:END_TURN] ","[]"
"394","OFI027","Peacock Flounder","1","Rare","Fabulous Fish","5","49","When played on the first turn of a round and on a matching Arena, give your Plant Life and Tremendous Trees cards +23 Power for the rest of the game.","[TriggerTime:PLAY] [Condition:TURN_IN_ROUND, Value:1] [Condition:MATCHING_ARENA, Value:Fabulous Fish] [Target:(your Plant Life and Tremendous Trees cards)] [Effect:POWER, Value:+23] [Duration:PERMANENT]","[Plant Life]"
"395","OFI028","Pompadour Fish","1","Rare","Fabulous Fish","3","28","When played, give Kingfisher, King Cobra and King Penguin +25 Power until played.","[TriggerTime:PLAY] [Target:(Kingfisher, King Cobra and King Penguin)] [Effect:POWER, Value:+25] [Duration:UNTIL_PLAYED]","[Kingfisher]"
"396","OFI030","Coelacanth","1","Epic","Fabulous Fish","3","33","When drawn, if your deck contains 4 or more Paleontology cards, give your Fabulous Fish and Feisty Fish cards +15 power until played.","[TriggerTime:DRAW] [Condition:DECK_CONTAINS, Value:>=4, CountEach:[Who:SELF, Where:CARDS_IN_DECK, CompareTo:(Paleontology cards)]] [Target:(your Fabulous Fish and Feisty Fish cards)] [Effect:POWER, Value:+15] [Duration:UNTIL_PLAYED]","[Fabulous Fish]"
"397","OFI031","Mudskipper","1","Rare","Fabulous Fish","4","37","When returned to your deck, give your Amphibians cards +14 Power this round (and if your deck contains Glass Frog or Axolotl, give them an extra +12 Power for each).","[TriggerTime:RETURN] [Target:(your Amphibians cards)] [Effect:POWER, Value:+14] [Duration:END_ROUND] [TriggerTime:RETURN] [Condition:DECK_CONTAINS, Who:SELF, Where:CARDS_IN_DECK, CompareTo:Glass Frog] [Target:(your Amphibians cards)] [Effect:POWER, Value:+12] [TriggerTime:RETURN] [Condition:DECK_CONTAINS, Who:SELF, Where:CARDS_IN_DECK, CompareTo:Axolotl] [Target:(your Amphibians cards)] [Effect:POWER, Value:+12]","[Amphibians]"
"398","OFI033","Short-nosed Unicornfish","0","Rare","Fabulous Fish","3","26","When played, give your Mythical Creatures cards +20 Power this turn.","[TriggerTime:PLAY] [Target:(your Mythical Creatures cards)] [Effect:POWER, Value:+20] [Duration:END_TURN] ","[Mythical Creatures]"
"399","OFI034","Freshwater Butterflyfish","0","Rare","Fabulous Fish","4","36","When drawn, if it is the first turn of the round, give your Oceans & Seas cards +3 Power permanently.","[TriggerTime:DRAW] [Condition:TURN_IN_ROUND, Value:1] [Target:(your Oceans & Seas cards)] [Effect:POWER, Value:+3] [Duration:PERMANENT] ","[Oceans & Seas]"
"400","OFI039","Flat-Faced Seahorse","1","Epic","Fabulous Fish","5","48","At the start of each turn, if your deck contains at least 5 Oceans & Seas cards, give your Friesian Horse and Arabian Horse +10 Power until played.","[TriggerTime:START] [Condition:DECK_CONTAINS, Who:SELF, Where:CARDS_IN_DECK, CompareTo:(at least 5 Oceans & Seas cards)] [Target:(your Friesian Horse and Arabian Horse)] [Effect:POWER, Value:+10] [Duration:UNTIL_PLAYED]","[Friesian Horse]"
"401","EEG002","The Sphinx","0","Epic","Ancient Egypt","3","26","When played, all Ancient Egypt and Egyptian Mythology cards have +15 Power this turn.","[TriggerTime:PLAY] [Target:[Who:BOTH, Where:CARDS_IN_HAND, CompareTo:(Ancient Egypt and Egyptian Mythology)]] [Effect:POWER, Value:+15] [Duration:END_TURN] ","[]"
"402","EEG004","Egyptian Cats","0","Common","Ancient Egypt","8","71","NULL","NULL","[]"
"403","EEG005","Mummies","0","Common","Ancient Egypt","3","27","NULL","NULL","[]"
"404","EEG006","Abu Simbel","0","Common","Ancient Egypt","6","51","NULL","NULL","[]"
"405","EEG011","Obelisks","0","Common","Ancient Egypt","1","9","NULL","NULL","[]"
"406","EEG015","Djeser-Djeseru","1","Epic","Ancient Egypt","5","25","When played, your Ancient Egypt and Egyptian Mythology cards have +30 Power this turn.","[TriggerTime:PLAY] [Target:(Ancient Egypt and Egyptian Mythology)] [Effect:POWER, Value:+30] [Duration:END_TURN] ","[Ancient Egypt]"
"407","EEG008","Ramesses II","0","Common","Ancient Egypt","4","25","When played, your Ancient Egypt and Egyptian Mythology cards have +10 Power this turn.","[TriggerTime:PLAY] [Target:(Ancient Egypt and Egyptian Mythology)] [Effect:POWER, Value:+10] [Duration:END_TURN] ","[Ancient Egypt]"
"408","EEG009","Karnak","0","Common","Ancient Egypt","6","58","NULL","NULL","[]"
"409","EEG010","Kom Ombo Temple","0","Common","Ancient Egypt","2","18","NULL","NULL","[]"
"410","EEG021","Cleopatra","0","Legendary","Ancient Egypt","8","68","When returned to your deck, reduce the Energy cost of your Ancient Egypt and Egyptian Mythology cards by 1 until they are played.","[TriggerTime:RETURN] [Effect:ENERGY, Value:-1] [Target:(your Ancient Egypt and Egyptian Mythology cards)] [Duration:UNTIL_PLAYED]","[Ancient Egypt]"
"411","EEG026","The Squatting Scribe","1","Rare","Ancient Egypt","1","0","When drawn, give your cards +7 Power for the rest of this round.","[TriggerTime:DRAW] [Target:(your cards)] [Effect:POWER, Value:+7] [Duration:END_ROUND] ","[]"
"412","EEG027","Wepet-Renpet Festival","0","Epic","Ancient Egypt","8","70","When drawn, give your Ancient Egypt and Egyptian Mythology cards +15 Power this turn & next.","[TriggerTime:DRAW] [Target:(your Ancient Egypt and Egyptian Mythology cards)] [Effect:POWER, Value:+15] [Duration:TIMER, Value:1] ","[Ancient Egypt]"
"413","LBI002","Collared Aracari","0","Common","Birds","3","24","NULL","NULL","[]"
"414","LBI004","Golden Pheasant","0","Rare","Birds","6","44","When returned to your deck, gain +3 Energy.","[TriggerTime:RETURN] [Target:SELF] [Effect:ENERGY, Value:+3]","[]"
"415","LBI007","Peacock","0","Epic","Birds","4","35","When played, your Opponent's cards have -10 Power this turn.","[TriggerTime:PLAY] [Target:(Opponent's)] [Effect:POWER, Value:-10] [Duration:END_TURN] ","[]"
"416","LBI008","Montezuma Oropendola","0","Common","Birds","2","17","NULL","NULL","[]"
"417","LBI013","Kingfisher","0","Common","Birds","7","94","When returned to your deck, give a random card in your hand -20 Power until it is played.","[TriggerTime:RETURN] [Target:(a random card in your hand)] [Effect:POWER, Value:-20] [Duration:UNTIL_PLAYED]","[]"
"418","LBI001","Boat-Billed Heron","0","Common","Birds","6","59","NULL","NULL","[]"
"419","LBI003","Crowned Woodnymph","0","Common","Birds","2","18","When played, if you are winning the round, give Crown-of-Thorns Starfish +50 Power this turn.","[TriggerTime:PLAY] [Condition:ROUND_STATE, Value:Win] [Target:(Crown-of-Thorns Starfish)] [Effect:POWER, Value:+50] [Duration:END_TURN] ","[Crown-of-Thorns Starfish]"
"420","LBI005","Knobbed Hornbill","0","Common","Birds","6","56","NULL","NULL","[]"
"421","LBI009","Rainbow Lorikeet","0","Rare","Birds","5","30","When played, your Birds cards have +15 Power this turn.","[TriggerTime:PLAY] [Target:(Birds)] [Effect:POWER, Value:+15] [Duration:END_TURN] ","[Birds]"
"422","LBI011","Griffon Vulture","0","Common","Birds","6","56","When played, your Opponent's cards have -6 Power this turn.","[TriggerTime:PLAY] [Target:(Opponent's)] [Effect:POWER, Value:-6] [Duration:END_TURN] ","[]"
"423","LBI012","Toucan","0","Legendary","Birds","8","64","When played, if you lose the turn, gain +5 Energy.","[TriggerTime:PLAY] [Condition:TURN_STATE, Value:(lose)] [Target:SELF] [Effect:ENERGY, Value:+5]","[]"
